,Duration,Air Temp F,Wind Spd (mph),Hour,Date
627,824.8057143,77,4.6,3,5/27/2018
628,960.0421053,71,6.9,4,5/27/2018
629,673.3333333,71,8.1,5,5/27/2018
630,750.88,67,9.2,6,5/27/2018
631,463.0074627,65,6.9,7,5/27/2018
632,497.8246753,63,8.1,8,5/27/2018
633,593.25,61,10.4,9,5/27/2018
634,597.7236422,60,9.2,10,5/27/2018
635,652.2316294,61,6.9,11,5/27/2018
636,813.3963964,62,8.1,12,5/27/2018
637,816.7551867,62,8.1,13,5/27/2018
638,930.0889037,61,9.2,14,5/27/2018
639,977.9760625,60,15,15,5/27/2018
640,1092.649842,60,10.4,16,5/27/2018
641,920.2516219,59,11.5,17,5/27/2018
642,1032.450611,59,11.5,18,5/27/2018
643,1015.781579,58,8.1,19,5/27/2018
644,752.2083035,58,9.2,20,5/27/2018
645,728.08867,58,8.1,21,5/27/2018
646,1090.002639,57,9.2,22,5/27/2018
647,2458.260062,57,5.8,23,5/27/2018
648,1023.410628,56,8.1,0,5/28/2018
649,700.6518219,56,6.9,1,5/28/2018
650,616.1257485,56,5.2,2,5/28/2018
651,3792.75,56,3.5,3,5/28/2018
652,778.9411765,56,3.5,4,5/28/2018
653,869.2952381,56,4.6,5,5/28/2018
654,662.4681818,57,4.6,6,5/28/2018
655,739.9053763,57,0,7,5/28/2018
656,721.9747596,57,3.5,8,5/28/2018
657,835.5536569,58,3.5,9,5/28/2018
658,896.2611978,58,0,10,5/28/2018
659,947.5485016,60,0,11,5/28/2018
660,1021.066984,63,0,12,5/28/2018
661,1076.486728,66,0,13,5/28/2018
662,1094.568733,67,3.5,14,5/28/2018
663,1160.217863,67,3.5,15,5/28/2018
664,1105.675078,67,0,16,5/28/2018
665,1011.16371,69,0,17,5/28/2018
666,995.2466007,68,0,18,5/28/2018
667,1066.301511,65,3.5,19,5/28/2018
668,878.6083418,63,0,20,5/28/2018
669,783.9331742,61,4.6,21,5/28/2018
670,772.0010309,62,0,22,5/28/2018
671,687.8467049,62,3.5,23,5/28/2018
672,739.3076923,62,0,0,5/29/2018
673,780.2827586,63,0,1,5/29/2018
674,892.278481,64,0,2,5/29/2018
675,707.2051282,65,3.5,3,5/29/2018
676,523.4513274,66,4.6,4,5/29/2018
677,620.0695971,65,3.5,5,5/29/2018
678,675.8895881,65,0,6,5/29/2018
679,778.9091395,66,0,7,5/29/2018
680,821.4914258,68,0,8,5/29/2018
681,859.9308315,71,0,9,5/29/2018
682,874.9734712,74,4.6,10,5/29/2018
683,1350.261827,77,0,11,5/29/2018
684,846.920872,82,0,12,5/29/2018
685,879.6372661,86,0,13,5/29/2018
686,811.7467861,88,0,14,5/29/2018
687,880.3811504,87,0,15,5/29/2018
688,831.0725275,86,0,16,5/29/2018
689,896.5023615,84,4.6,17,5/29/2018
690,972.8927492,83,0,18,5/29/2018
691,1198.749704,81,3.5,19,5/29/2018
692,1132.166997,79,0,20,5/29/2018
693,874.3678161,77,0,21,5/29/2018
694,867.0441276,75,0,22,5/29/2018
695,925.0356322,74,0,23,5/29/2018
696,873.1136364,74,0,0,5/30/2018
697,798.0711297,72,3.5,1,5/30/2018
698,682.952381,70,0,2,5/30/2018
699,768.4363636,68,4.6,3,5/30/2018
700,673.4952381,67,4.6,4,5/30/2018
701,665.9055877,65,0,5,5/30/2018
702,670.5673367,65,0,6,5/30/2018
703,742.9498884,65,0,7,5/30/2018
704,874.0329607,65,0,8,5/30/2018
705,903.7637287,67,0,9,5/30/2018
706,852.1694542,67,4.6,10,5/30/2018
707,823.3505014,68,4.6,11,5/30/2018
708,800.766129,70,3.5,12,5/30/2018
709,812.506301,75,3.5,13,5/30/2018
710,901.9064484,77,4.6,14,5/30/2018
711,843.1171061,75,3.5,15,5/30/2018
712,835.2620949,75,5.8,16,5/30/2018
713,890.7007123,72,0,17,5/30/2018
714,1067.051768,71,4.6,18,5/30/2018
715,960.5018913,69,4.6,19,5/30/2018
716,840.5088139,62,4.6,20,5/30/2018
717,774.7328133,61,3.5,21,5/30/2018
718,867.4983233,62,0,22,5/30/2018
719,824.2251791,64,0,23,5/30/2018
720,776.5010707,64,0,0,5/31/2018
721,906.7554348,64,0,1,5/31/2018
722,731.1862745,63,0,2,5/31/2018
723,755.1111111,64,4.6,3,5/31/2018
724,719.2181818,63,3.5,4,5/31/2018
725,625.3374486,63,0,5,5/31/2018
726,659.0931089,63,0,6,5/31/2018
727,728.1083616,64,0,7,5/31/2018
728,782.6665644,65,3.5,8,5/31/2018
729,749.9530766,66,0,9,5/31/2018
730,763.2431302,67,4.6,10,5/31/2018
731,723.628777,68,4.6,11,5/31/2018
732,750.3404826,66,0,12,5/31/2018
733,670.2011173,67,3.5,13,5/31/2018
734,694.0622857,67,4.6,14,5/31/2018
735,849.3976982,67,3.5,15,5/31/2018
736,768.5955953,68,3.5,16,5/31/2018
737,808.6030186,68,0,17,5/31/2018
738,866.9954263,66,3.5,18,5/31/2018
739,772.8030303,66,5.8,19,5/31/2018
740,859.3596431,66,4.6,20,5/31/2018
741,742.1437533,65,0,21,5/31/2018
742,770.1597315,65,0,22,5/31/2018
743,717.2737968,65,0,23,5/31/2018
