Date/Time,Air Temp (℉),Dewpoint (℉),Precip (inches),RH (%),Wind Spd (mph),Wind Dir (degrees)
05/29/2018 02:00 EDT,64,59,0,84,0,0
05/29/2018 03:00 EDT,65,61,0,87,3.5,-1
05/29/2018 04:00 EDT,66,63,0,90,4.6,260
05/29/2018 05:00 EDT,65,63,0,93,3.5,240
05/29/2018 06:00 EDT,65,63,0,93,0,0
05/29/2018 07:00 EDT,66,64,0,93,0,0
05/29/2018 08:00 EDT,68,64,0,87,0,0
05/29/2018 09:00 EDT,71,65,0,81,0,0
05/29/2018 10:00 EDT,74,66,0,76,4.6,-1
05/29/2018 11:00 EDT,77,66,0,69,0,0
05/29/2018 12:00 EDT,82,65,0,56,0,0
05/29/2018 13:00 EDT,86,64,0,48,0,0
05/29/2018 14:00 EDT,88,60,0,39,0,-1
05/29/2018 15:00 EDT,87,61,0,42,0,0
05/29/2018 16:00 EDT,86,61,0,43,0,0
05/29/2018 17:00 EDT,84,66,0,55,4.6,-1
05/29/2018 18:00 EDT,83,65,0,55,0,0
05/29/2018 19:00 EDT,81,65,0,58,3.5,-1
05/29/2018 20:00 EDT,79,64,0,60,0,0
05/29/2018 21:00 EDT,77,63,0,62,0,0
05/29/2018 22:00 EDT,75,64,0,69,0,0
05/29/2018 23:00 EDT,74,64,0,71,0,0
05/30/2018 00:00 EDT,74,64,0,71,0,0
05/30/2018 01:00 EDT,72,65,0,79,3.5,80
05/30/2018 02:00 EDT,70,65,0,84,0,0
05/30/2018 03:00 EDT,68,64,0,87,4.6,80
05/30/2018 04:00 EDT,67,63,0,87,4.6,-1
05/30/2018 05:00 EDT,65,62,0,90,0,0
05/30/2018 06:00 EDT,65,62,0,90,0,0
05/30/2018 07:00 EDT,65,63,0,93,0,0
05/30/2018 08:00 EDT,65,63,0,93,0,0
05/30/2018 09:00 EDT,67,63,0,87,0,0
05/30/2018 10:00 EDT,67,63,0,87,4.6,130
05/30/2018 11:00 EDT,68,63,0,84,4.6,50
05/30/2018 12:00 EDT,70,63,0,78,3.5,-1
05/30/2018 13:00 EDT,75,64,0,69,3.5,110
05/30/2018 14:00 EDT,77,64,0,64,4.6,-1
05/30/2018 15:00 EDT,75,63,0,66,3.5,-1
05/30/2018 16:00 EDT,75,62,0,64,5.8,-1
05/30/2018 17:00 EDT,72,60,0,66,0,0
05/30/2018 18:00 EDT,71,57,0,61,4.6,-1
05/30/2018 19:00 EDT,69,57,0,65,4.6,-1
05/30/2018 20:00 EDT,62,56,0,80,4.6,-1
05/30/2018 21:00 EDT,61,56,0,83,3.5,-1
05/30/2018 22:00 EDT,62,57,0,84,0,0
05/30/2018 23:00 EDT,64,59,0,84,0,0
05/31/2018 00:00 EDT,64,59,0,84,0,0
05/31/2018 01:00 EDT,64,59,0,84,0,0
05/31/2018 02:00 EDT,63,58,0,84,0,0
05/31/2018 03:00 EDT,64,58,0,81,4.6,60
05/31/2018 04:00 EDT,63,58,0,84,3.5,-1
05/31/2018 05:00 EDT,63,57,0,81,0,0
05/31/2018 06:00 EDT,63,57,0,81,0,0
05/31/2018 07:00 EDT,64,58,0,81,0,0
05/31/2018 08:00 EDT,65,59,0,81,3.5,-1
05/31/2018 09:00 EDT,66,59,0,78,0,0
05/31/2018 10:00 EDT,67,60,0,79,4.6,60
05/31/2018 11:00 EDT,68,61,0,78,4.6,-1
05/31/2018 12:00 EDT,66,64,0.03,93,0,0
05/31/2018 13:00 EDT,67,65,0.02,93,3.5,-1
05/31/2018 14:00 EDT,67,65,0.05,93,4.6,-1
05/31/2018 15:00 EDT,67,66,0,97,3.5,-1
05/31/2018 16:00 EDT,68,66,0,94,3.5,-1
05/31/2018 17:00 EDT,68,66,0,93,0,0
05/31/2018 18:00 EDT,66,66,0,100,3.5,-1
05/31/2018 19:00 EDT,66,64,0,94,5.8,-1
05/31/2018 20:00 EDT,66,65,0,96,4.6,-1
05/31/2018 21:00 EDT,65,64,0,97,0,0
05/31/2018 22:00 EDT,65,64,0,97,0,0
05/31/2018 23:00 EDT,65,64,0,97,0,0
06/01/2018 00:00 EDT,66,64,0,93,0,0
