Date-Time,Duration,Air Temp F,Wind Spd (mph)
2018-05-06-05,872.1238095238095,64,0.0
2018-05-06-06,883.5537190082645,63,0.0
2018-05-06-07,822.5720081135903,64,0.0
2018-05-06-08,762.7760765550239,63,3.5
2018-05-06-09,807.7726269315673,63,6.8999999999997765
2018-05-06-10,837.4842146803472,62,4.600000000000213
2018-05-06-11,920.66976,63,5.79999999999966
2018-05-06-12,921.5416066801037,62,8.099999999999541
2018-05-06-13,1146.5153445280835,62,10.400000000000674
2018-05-06-14,1253.555424528302,63,5.7999999999996295
2018-05-06-15,1109.130105017503,64,9.200000000000506
2018-05-06-16,924.49870204788,64,9.200000000000507
2018-05-06-17,842.8405616224649,62,11.5
2018-05-06-18,838.5452473958334,61,9.200000000000479
2018-05-06-19,773.9970326409496,60,3.5
2018-05-06-20,829.8323881537492,59,3.5
2018-05-06-21,770.2026037428803,58,0.0
2018-05-06-22,669.3554502369668,57,0.0
2018-05-06-23,719.992700729927,58,0.0
2018-05-07-00,652.0318725099602,58,0.0
2018-05-07-01,631.8235294117648,58,0.0
2018-05-07-02,643.8108108108108,58,0.0
2018-05-07-03,764.9318181818181,57,0.0
2018-05-07-04,564.1086956521739,56,0.0
2018-05-07-05,597.813596491228,55,0.0
2018-05-07-06,642.8926363125352,54,0.0
2018-05-07-07,744.4161864850707,57,0.0
2018-05-07-08,825.5929315241401,59,2.2999999999997534
2018-05-07-09,808.7227605766958,60,4.599999999999986
2018-05-07-10,825.7091743119266,63,0.0
2018-05-07-11,867.9442857142857,66,3.5
2018-05-07-12,1086.3094855305467,69,0.0
2018-05-07-13,798.2921857304643,71,4.60000000000022
2018-05-07-14,1009.1981468282253,73,5.799999999999703
2018-05-07-15,1471.1042207792207,74,5.799999999999666
2018-05-07-16,846.3586342422009,75,5.79999999999957
2018-05-07-17,926.5848026868179,69,4.599999999999398
2018-05-07-18,926.6965555710501,66,3.5
2018-05-07-19,1183.9530874972725,65,0.0
2018-05-07-20,777.4701465856275,63,4.600000000000227
2018-05-07-21,784.9561598224195,62,3.5
2018-05-07-22,739.0816,60,4.600000000000059
2018-05-07-23,760.7520259319286,58,0.0
2018-05-08-00,811.8871473354232,57,0.0
2018-05-08-01,672.4444444444445,57,0.0
2018-05-08-02,804.1384615384616,55,0.0
2018-05-08-03,778.3260869565217,54,0.0
2018-05-08-04,702.6867469879518,53,0.0
2018-05-08-05,604.8422053231939,53,0.0
2018-05-08-06,656.9425287356322,54,3.5
2018-05-08-07,760.0839382940109,56,0.0
2018-05-08-08,836.9775202457414,58,0.0
2018-05-08-09,772.4606812447435,61,3.5
2018-05-08-10,810.3102323685283,64,0.0
2018-05-08-11,854.6361416361416,65,4.600000000000208
2018-05-08-12,796.2255349000351,70,3.5
2018-05-08-13,1069.381069669247,73,0.0
2018-05-08-14,810.9646412633024,72,2.899999999999844
2018-05-08-15,842.7430097392397,71,5.799999999999653
2018-05-08-16,1281.6478429471642,70,4.600000000000023
2018-05-08-17,1041.613487938158,67,0.0
2018-05-08-18,879.9133837378963,67,4.599999999999354
2018-05-08-19,843.791762975415,64,3.5
2018-05-08-20,1645.772363150868,61,5.7999999999996765
2018-05-08-21,781.2875751503007,59,0.0
2018-05-08-22,738.7805447470818,59,0.0
2018-05-08-23,698.4061251664448,58,0.0
2018-05-09-00,1038.3885542168675,57,0.0
2018-05-09-01,617.4127906976744,56,0.0
2018-05-09-02,657.7473684210527,56,0.0
2018-05-09-03,492.84375,55,0.0
2018-05-09-04,632.96875,55,0.0
2018-05-09-05,620.3923357664233,55,0.0
2018-05-09-06,634.3438869946419,54,0.0
2018-05-09-07,743.9582427142236,57,0.0
2018-05-09-08,1008.0300162249865,60,0.0
2018-05-09-09,796.7707952003254,64,0.0
2018-05-09-10,877.0652173913044,68,0.0
2018-05-09-11,867.0638965111721,71,0.0
2018-05-09-12,768.5597159457715,74,0.0
2018-05-09-13,987.3083485679464,76,3.5
2018-05-09-14,1546.8624242424241,69,9.200000000000497
2018-05-09-15,860.6296296296297,70,5.799999999999623
2018-05-09-16,1056.9717903154153,72,6.900000000000553
2018-05-09-17,894.3746609841147,71,6.90000000000093
2018-05-09-18,1088.9887019834296,67,5.800000000000483
2018-05-09-19,799.6459579394174,66,8.099999999999213
2018-05-09-20,864.0898533007335,63,3.5
2018-05-09-21,759.006006006006,60,1.8000000000000602
2018-05-09-22,699.4095052083334,58,0.0
2018-05-09-23,685.7505285412262,58,3.5
2018-05-10-00,689.7688564476886,56,0.0
2018-05-10-01,659.1183431952662,55,0.0
2018-05-10-02,528.33,55,0.0
2018-05-10-03,398.63829787234044,56,0.0
2018-05-10-04,659.7319587628866,56,0.0
2018-05-10-05,602.9520958083832,56,0.0
2018-05-10-06,652.148769574944,54,0.0
2018-05-10-07,745.6616135662898,56,3.5
2018-05-10-08,801.5572232645403,58,3.5
2018-05-10-09,786.862452750945,59,5.799999999999526
2018-05-10-10,848.1495759444873,61,5.799999999999739
2018-05-10-11,2004.257594673325,62,4.600000000000205
2018-05-10-12,824.1149208741522,63,0.0
2018-05-10-13,722.5072756669362,63,3.5
2018-05-10-14,771.9515173945226,61,0.0
2018-05-10-15,1722.1523412443873,63,1.8000000000001037
2018-05-10-16,849.2997982854262,64,3.5
2018-05-10-17,886.3587797401839,64,9.19999999999887
2018-05-10-18,852.142586658899,64,4.599999999999433
2018-05-10-19,817.4274674321042,63,5.79999999999954
2018-05-10-20,763.976430976431,63,5.799999999999725
2018-05-10-21,700.1943765281173,63,4.599999999999938
2018-05-10-22,811.6193693693693,61,0.0
2018-05-10-23,774.8222849083215,61,0.0
2018-05-11-00,734.4444444444445,61,3.5
2018-05-11-01,638.5650224215246,60,0.0
2018-05-11-02,774.9016393442623,61,3.5
2018-05-11-03,833.6428571428571,61,0.0
2018-05-11-04,655.3736263736264,61,3.5
2018-05-11-05,611.4894067796611,60,3.5
2018-05-11-06,637.7442129629629,61,5.799999999999972
2018-05-11-07,756.3410297239915,61,0.0
2018-05-11-08,820.9357784203318,61,2.2999999999997365
2018-05-11-09,808.0628794449262,63,4.599999999999866
2018-05-11-10,796.9639970609845,64,16.099999999999188
2018-05-11-11,847.51703481842,64,13.799999999999867
2018-05-11-12,885.8832068624216,64,4.600000000000238
2018-05-11-13,854.6071539657854,66,5.799999999999649
2018-05-11-14,891.9760461760462,68,4.600000000000254
2018-05-11-15,900.8731884057971,70,4.600000000000123
2018-05-11-16,1127.750839754989,72,0.0
2018-05-11-17,904.9121012249293,72,5.800000000000307
2018-05-11-18,1683.815387117762,72,5.7999999999997645
2018-05-11-19,905.1607449154619,70,3.5
2018-05-11-20,1460.9487713452727,68,3.5
2018-05-11-21,937.1362586605081,66,3.5
2018-05-11-22,1134.6137879911046,66,3.5
2018-05-11-23,1089.0846366145354,66,3.5
2018-05-12-00,738.5851955307263,64,0.0
2018-05-12-01,786.0669642857143,63,4.599999999999963
2018-05-12-02,766.1872146118722,62,4.600000000000016
2018-05-12-03,987.1219512195122,61,0.0
2018-05-12-04,741.4782608695652,57,3.5
2018-05-12-05,639.2075471698113,58,4.599999999999996
2018-05-12-06,632.7989949748744,52,0.0
2018-05-12-07,647.5466179159049,52,5.800000000000044
2018-05-12-08,641.6468646864687,52,0.0
2018-05-12-09,670.2762923351158,52,3.5
2018-05-12-10,959.7836166924266,55,4.600000000000069
2018-05-12-11,757.8543909348442,54,5.799999999999958
2018-05-12-12,773.0730158730158,55,4.600000000000212
2018-05-12-13,832.9477426235336,55,4.600000000000228
2018-05-12-14,861.33638832315,57,0.0
2018-05-12-15,1077.2435483870968,57,4.60000000000024
2018-05-12-16,1212.3098827470687,59,5.799999999999678
2018-05-12-17,930.630470685384,58,4.600000000000206
2018-05-12-18,725.4378040305768,55,5.800000000000113
2018-05-12-19,696.2986369268897,55,0.0
2018-05-12-20,952.2925824175824,54,3.5
2018-05-12-21,732.1287246722288,54,4.5999999999999375
2018-05-12-22,758.8849315068493,54,4.599999999999942
2018-05-12-23,724.9276923076923,53,3.5
2018-05-13-00,657.7561904761905,54,3.5
2018-05-13-01,846.405750798722,53,4.599999999999985
2018-05-13-02,798.6831683168317,52,0.0
2018-05-13-03,677.4789915966387,52,0.0
2018-05-13-04,800.7560975609756,52,0.0
2018-05-13-05,723.927536231884,52,3.5
2018-05-13-06,660.4898785425102,52,4.600000000000006
2018-05-13-07,1091.2469135802469,52,3.5
2018-05-13-08,678.1849096705632,52,5.800000000000102
2018-05-13-09,672.1260188087774,54,3.5
2018-05-13-10,1027.7382704691813,54,0.0
2018-05-13-11,749.3349834983499,54,5.799999999999772
2018-05-13-12,645.1536167039523,54,3.5
2018-05-13-13,649.3675832127352,52,3.5
2018-05-13-14,1587.1486842105264,52,0.0
2018-05-13-15,739.6630851880276,52,0.0
2018-05-13-16,826.3006575014944,54,3.5
2018-05-13-17,721.3523131672598,53,0.0
2018-05-13-18,796.9216837983358,54,4.600000000000176
2018-05-13-19,730.829360780065,54,4.600000000000157
2018-05-13-20,651.6889264581572,54,0.0
2018-05-13-21,826.7570754716982,54,0.0
2018-05-13-22,664.9330453563715,52,3.5
2018-05-13-23,676.9136125654451,52,3.5
2018-05-14-00,595.906862745098,54,4.600000000000016
2018-05-14-01,603.1470588235294,53,0.0
2018-05-14-02,683.9375,53,0.0
2018-05-14-03,634.7142857142857,52,0.0
2018-05-14-04,622.4782608695652,52,0.0
2018-05-14-05,583.1060240963856,53,0.0
2018-05-14-06,622.6311300639659,54,0.0
2018-05-14-07,712.5336148100032,54,0.0
2018-05-14-08,797.0367151472153,54,0.0
2018-05-14-09,735.8876319758673,55,0.0
2018-05-14-10,1723.248206599713,59,0.0
2018-05-14-11,1089.1080947680157,61,0.0
2018-05-14-12,1441.0723311546842,63,0.0
2018-05-14-13,742.5456780008193,63,0.0
2018-05-14-14,838.1054162122864,65,4.600000000000225
2018-05-14-15,850.3635148680254,68,0.0
2018-05-14-16,1010.163035495716,70,4.600000000000038
2018-05-14-17,872.3611189204386,70,4.0
2018-05-14-18,848.780444076679,66,3.5
2018-05-14-19,915.9715386261503,64,5.200000000000439
2018-05-14-20,887.3555255153768,62,6.900000000000082
2018-05-14-21,748.2204724409448,61,3.5
2018-05-14-22,726.3825088339223,61,4.600000000000027
2018-05-14-23,919.5858585858585,59,3.5
2018-05-15-00,1548.81875,61,0.0
2018-05-15-01,756.3294117647059,61,0.0
2018-05-15-02,1105.1511627906978,61,0.0
2018-05-15-03,697.5348837209302,61,0.0
2018-05-15-04,570.6375,63,0.0
2018-05-15-05,620.5291828793775,62,0.0
2018-05-15-06,652.7669213973799,63,3.5
2018-05-15-07,745.3486665035479,63,1.8000000000001222
2018-05-15-08,840.8468195586327,69,0.0
2018-05-15-09,791.4045286305247,72,0.0
2018-05-15-10,922.7628205128206,72,3.5
2018-05-15-11,928.1134064080944,75,3.5
2018-05-15-12,809.8498331479421,81,3.5
2018-05-15-13,836.7432578209277,84,0.0
2018-05-15-14,878.1206360179744,86,8.099999999999742
2018-05-15-15,893.5719794344473,88,6.90000000000015
2018-05-15-16,1060.7272104180945,88,4.5999999999999375
2018-05-15-17,724.0360944007404,86,2.3000000000000935
2018-05-15-18,628.7838939857288,66,0.0
2018-05-15-19,695.8531914893617,66,3.5
2018-05-15-20,1277.6054750402577,67,3.5
2018-05-15-21,738.5,66,0.0
2018-05-15-22,702.5628902765388,66,0.0
2018-05-15-23,713.6417322834645,67,3.5
2018-05-16-00,732.4540389972145,63,9.199999999999951
2018-05-16-01,651.2135416666666,63,5.799999999999979
2018-05-16-02,757.9387755102041,63,0.0
2018-05-16-03,665.4444444444445,64,3.5
2018-05-16-04,701.6265060240963,63,0.0
2018-05-16-05,607.9896480331263,63,5.800000000000026
2018-05-16-06,640.6850053937433,63,3.5
2018-05-16-07,788.3915357998403,64,0.0
2018-05-16-08,778.0195753151958,63,6.90000000000078
2018-05-16-09,811.6028100513374,63,8.099999999999481
2018-05-16-10,743.8233106013639,63,9.200000000000255
2018-05-16-11,740.646294881589,62,0.0
2018-05-16-12,656.8293650793651,63,3.5
2018-05-16-13,672.3493013972056,61,0.0
2018-05-16-14,659.7966360856269,60,0.0
2018-05-16-15,633.9178272980502,61,3.5
2018-05-16-16,663.4191343963554,61,5.800000000000096
2018-05-16-17,702.1371340523883,59,6.8999999999998325
2018-05-16-18,654.6716328963051,59,4.600000000000136
2018-05-16-19,775.316590563166,57,3.5
2018-05-16-20,678.5798045602606,58,3.5
2018-05-16-21,764.8079937304075,57,0.0
2018-05-16-22,672.997722095672,57,0.0
2018-05-16-23,696.6638655462185,57,4.59999999999995
2018-05-17-00,607.1370967741935,57,0.0
2018-05-17-01,556.9896907216495,56,3.5
2018-05-17-02,667.8082191780821,56,3.5
2018-05-17-03,553.0227272727273,55,3.5
2018-05-17-04,692.9756097560976,55,3.5
2018-05-17-05,463.8255813953488,57,3.5
2018-05-17-06,480.6373626373626,57,3.5
2018-05-17-07,736.2152420185375,57,0.0
2018-05-17-08,716.1605045672031,58,0.0
2018-05-17-09,677.0722154222766,59,0.0
2018-05-17-10,713.781512605042,61,0.0
2018-05-17-11,705.4097116843702,61,0.0
2018-05-17-12,705.6036387264458,63,0.0
2018-05-17-13,746.2070779531325,63,0.0
2018-05-17-14,777.1883994766681,66,0.0
2018-05-17-15,840.832044198895,68,0.0
2018-05-17-16,867.8337428337428,70,0.0
2018-05-17-17,898.3787144702842,70,3.5
2018-05-17-18,849.9927435541146,72,0.0
2018-05-17-19,802.4341929746554,70,0.0
2018-05-17-20,787.8515650209745,69,4.60000000000024
2018-05-17-21,881.5430622009569,70,0.0
2018-05-17-22,810.9105199516324,70,4.600000000000134
2018-05-17-23,767.9365558912386,68,0.0
2018-05-18-00,720.1857451403888,66,0.0
2018-05-18-01,859.5787671232877,67,0.0
2018-05-18-02,676.2994350282486,66,0.0
2018-05-18-03,654.8611111111111,66,0.0
2018-05-18-04,728.9010989010989,66,3.5
2018-05-18-05,564.0160550458716,66,3.5
2018-05-18-06,622.9898154042012,64,0.0
2018-05-18-07,720.1338112305855,64,8.099999999999579
2018-05-18-08,772.7224987128883,64,9.199999999999182
2018-05-18-09,806.2877871825876,63,10.400000000000801
2018-05-18-10,756.6926388291002,63,8.100000000000035
2018-05-18-11,827.9987184963691,62,9.2000000000004
2018-05-18-12,787.4842342342342,63,8.099999999999845
2018-05-18-13,796.0625228519195,63,6.899999999999969
2018-05-18-14,773.4664228723404,62,8.099999999999696
2018-05-18-15,834.8312387791741,63,10.400000000000647
2018-05-18-16,956.7379134860051,64,5.799999999999553
2018-05-18-17,882.3042226487524,63,9.19999999999904
2018-05-18-18,850.196096654275,63,6.900000000000699
2018-05-18-19,964.407755916738,61,3.5
2018-05-18-20,876.3313953488372,60,5.799999999999813
2018-05-18-21,1323.6835180055402,59,4.6000000000001
2018-05-18-22,1286.0451505016722,57,8.100000000000183
2018-05-18-23,1214.3942307692307,57,0.0
2018-05-19-00,760.724358974359,55,5.800000000000061
2018-05-19-01,673.1042183622828,56,6.900000000000052
2018-05-19-02,804.272373540856,54,6.900000000000029
2018-05-19-03,927.9052631578948,54,6.9000000000000075
2018-05-19-04,985.2692307692307,54,6.899999999999987
2018-05-19-05,867.8246753246754,50,10.400000000000023
2018-05-19-06,593.2582781456954,50,5.799999999999986
2018-05-19-07,650.8819875776397,50,6.899999999999992
2018-05-19-08,680.5239294710327,50,4.5999999999999694
2018-05-19-09,904.3424190800681,52,8.099999999999994
2018-05-19-10,568.688596491228,52,5.800000000000072
2018-05-19-11,823.8769050410317,51,9.199999999999875
2018-05-19-12,820.9837067209776,54,6.900000000000059
2018-05-19-13,638.8175,54,9.199999999999937
2018-05-19-14,737.8785166240409,54,5.800000000000085
2018-05-19-15,748.6966086159487,55,0.0
2018-05-19-16,748.8767029972752,55,3.5
2018-05-19-17,851.1532394366197,56,5.799999999999954
2018-05-19-18,1646.8986666666667,55,3.5
2018-05-19-19,711.6784053156147,55,0.0
2018-05-19-20,846.3505598621878,56,0.0
2018-05-19-21,721.0011185682326,55,0.0
2018-05-19-22,714.0992647058823,55,0.0
2018-05-19-23,758.2108963093145,55,0.0
2018-05-20-00,745.8921161825726,55,0.0
2018-05-20-01,894.239393939394,56,0.0
2018-05-20-02,730.6604477611941,57,0.0
2018-05-20-03,918.4941176470588,57,0.0
2018-05-20-04,936.3931623931624,59,0.0
2018-05-20-05,626.4130434782609,59,0.0
2018-05-20-06,941.0755813953489,63,0.0
2018-05-20-07,759.8496583143508,66,0.0
2018-05-20-08,743.3012958963283,68,3.5
2018-05-20-09,829.9245406824147,70,10.399999999999746
2018-05-20-10,840.2808190555787,72,8.099999999999993
2018-05-20-11,891.551565074135,74,4.600000000000238
2018-05-20-12,959.6281810875971,75,4.600000000000178
2018-05-20-13,1047.3787728847105,81,8.099999999999401
2018-05-20-14,1111.3628128724672,79,6.900000000000486
2018-05-20-15,1219.9976224441275,81,3.5
2018-05-20-16,1006.0246020260493,81,6.900000000000475
2018-05-20-17,1531.4437796060834,79,9.20000000000013
2018-05-20-18,945.5361749859787,79,6.900000000000316
2018-05-20-19,1576.1912028725314,75,5.799999999999635
2018-05-20-20,1156.273556231003,74,4.600000000000198
2018-05-20-21,890.3211726384365,72,3.5
2018-05-20-22,794.4631043256998,70,8.10000000000018
2018-05-20-23,897.8243021346469,68,4.599999999999949
2018-05-21-00,897.3409090909091,66,0.0
2018-05-21-01,27275.108280254775,66,0.0
2018-05-21-02,1210.1037735849056,64,0.0
2018-05-21-03,442.7802197802198,63,3.5
2018-05-21-04,698.36,63,0.0
2018-05-21-05,602.7562380038388,61,4.599999999999955
2018-05-21-06,702.559633027523,57,0.0
2018-05-21-07,793.9602754237288,61,0.0
2018-05-21-08,893.0271816881259,62,4.599999999999514
2018-05-21-09,845.9146252728596,64,0.0
2018-05-21-10,875.3303044070877,66,6.899999999999752
2018-05-21-11,946.9731423455685,69,5.799999999999814
2018-05-21-12,869.3386593920499,73,4.600000000000215
2018-05-21-13,958.0448430493274,73,0.0
2018-05-21-14,904.6774305555556,77,0.0
2018-05-21-15,1431.7667509481669,79,0.0
2018-05-21-16,1083.1643573817487,73,5.799999999999562
2018-05-21-17,1323.2615216798472,73,0.0
2018-05-21-18,1144.411278091824,73,5.800000000000244
2018-05-21-19,874.0049281314168,70,4.599999999999797
2018-05-21-20,893.7391304347826,68,4.600000000000243
2018-05-21-21,830.626553953257,66,0.0
2018-05-21-22,796.949246629659,64,0.0
2018-05-21-23,719.0271739130435,64,8.100000000000069
2018-05-22-00,1105.943342776204,64,0.0
2018-05-22-01,1626.1888888888889,64,0.0
2018-05-22-02,855.0,62,3.5
2018-05-22-03,636.271186440678,64,3.5
2018-05-22-04,659.2211538461538,64,0.0
2018-05-22-05,638.8025830258302,64,0.0
2018-05-22-06,651.8048543689321,64,0.0
2018-05-22-07,775.0440803138703,64,0.0
2018-05-22-08,827.2805949008499,68,0.0
2018-05-22-09,786.1204397801099,68,0.0
2018-05-22-10,731.8944785276074,68,0.0
2018-05-22-11,821.5953788285868,64,3.5
2018-05-22-12,779.4580419580419,64,4.600000000000197
2018-05-22-13,740.0774487471526,65,5.799999999999823
2018-05-22-14,621.3126911314985,64,0.0
2018-05-22-15,659.973063973064,60,0.0
2018-05-22-16,645.3238095238095,57,0.0
2018-05-22-17,748.5214797136039,56,0.0
2018-05-22-18,881.5861104637613,57,0.0
2018-05-22-19,1001.1979713186429,57,0.0
2018-05-22-20,699.7473816506075,57,0.0
2018-05-22-21,1180.7973621103117,57,0.0
2018-05-22-22,744.5703703703704,58,0.0
2018-05-22-23,666.096551724138,59,0.0
2018-05-23-00,682.6368286445013,59,0.0
2018-05-23-01,1361.1317073170733,59,0.0
2018-05-23-02,905.7068965517242,59,0.0
2018-05-23-03,768.25,59,3.5
2018-05-23-04,448.1794871794872,59,0.0
2018-05-23-05,607.4271604938272,59,0.0
2018-05-23-06,656.6655192197361,59,3.5
2018-05-23-07,812.5707547169811,61,3.5
2018-05-23-08,828.2335634944461,62,0.0
2018-05-23-09,836.1825868372944,64,0.0
2018-05-23-10,861.0695689287238,67,3.5
2018-05-23-11,884.2042318307268,70,0.0
2018-05-23-12,829.0152814014164,71,5.799999999999724
2018-05-23-13,900.9992877492878,71,2.8999999999998516
2018-05-23-14,1148.5499334221038,74,0.0
2018-05-23-15,2112.9904761904763,78,4.60000000000025
2018-05-23-16,895.3956614006131,78,0.0
2018-05-23-17,1130.8027393581308,80,2.299999999999682
2018-05-23-18,940.4781746031746,80,4.599999999999351
2018-05-23-19,902.8877077696174,79,4.599999999999723
2018-05-23-20,1094.7996628266367,78,4.600000000000256
2018-05-23-21,964.0299823633158,77,3.5
2018-05-23-22,865.0914489311164,75,3.5
2018-05-23-23,975.777148253069,74,4.600000000000004
2018-05-24-00,834.801652892562,71,0.0
2018-05-24-01,984.4112903225806,70,3.5
2018-05-24-02,689.2,68,4.600000000000009
2018-05-24-03,514.9347826086956,67,0.0
2018-05-24-04,480.747572815534,67,3.5
2018-05-24-05,627.6298568507158,64,0.0
2018-05-24-06,698.0269271383315,64,5.799999999999911
2018-05-24-07,949.0528044466903,64,8.09999999999942
2018-05-24-08,826.5688579306342,66,5.800000000000104
2018-05-24-09,799.303737308274,69,3.5
2018-05-24-10,895.8047292143402,72,1.8000000000000889
2018-05-24-11,846.0187656380317,75,0.0
